time,Open,High,Low,Close
2012-01-02,3101.0868,3150.3104,3101.0868,3150.3104
2012-01-03,3150.3104,3199.534,3150.3104,3199.534
2012-01-04,3224.1458,3347.2048,3224.1458,3347.2048
2012-01-05,3371.8166,3396.4284,3322.593,3347.2048
2012-01-06,3347.2048,3347.2048,3273.3694,3322.593
2012-01-09,3322.593,3322.593,3273.3694,3297.9812
2012-01-10,3322.593,3371.8166,3322.593,3371.8166
2012-01-11,3371.8166,3396.4284,3273.3694,3297.9812
2012-01-12,3297.9812,3347.2048,3248.7576,3322.593
2012-01-13,3347.2048,3396.4284,3322.593,3322.593
2012-01-16,3297.9812,3297.9812,3224.1458,3273.3694
2012-01-17,3297.9812,3347.2048,3224.1458,3347.2048
2012-01-18,3347.2048,3396.4284,3347.2048,3371.8166
2012-01-19,3396.4284,3544.0992,3396.4284,3519.4874
2012-01-20,3568.711,3691.77,3568.711,3667.1582
2012-01-24,3691.77,3691.77,3593.3228,3642.5464
2012-01-25,3396.4284,3617.9346,3396.4284,3544.0992
2012-01-26,3593.3228,3716.3818,3568.711,3691.77
2012-01-27,3740.9936,3937.888,3740.9936,3937.888
2012-01-30,3937.888,3987.1116,3864.0526,3913.2762
2012-01-31,3888.6644,3962.4998,3864.0526,3937.888
2012-02-01,3913.2762,3962.4998,3864.0526,3888.6644
2012-02-02,3913.2762,3987.1116,3913.2762,3987.1116
2012-02-03,3987.1116,3987.1116,3864.0526,3913.2762
2012-02-06,3913.2762,3987.1116,3888.6644,3937.888
2012-02-07,3937.888,3937.888,3691.77,3839.4408
2012-02-08,3814.829,3839.4408,3765.6054,3790.2172
2012-02-09,3765.6054,3765.6054,3716.3818,3740.9936
2012-02-10,3716.3818,3716.3818,3568.711,3593.3228
2012-02-13,3544.0992,3617.9346,3445.652,3617.9346
2012-02-14,3568.711,3568.711,3494.8756,3519.4874
2012-02-15,3568.711,3568.711,3470.2638,3494.8756
2012-02-16,3470.2638,3519.4874,3421.0402,3470.2638
2012-02-17,3519.4874,3519.4874,3371.8166,3470.2638
2012-02-20,3470.2638,3494.8756,3421.0402,3494.8756
2012-02-21,3494.8756,3667.1582,3470.2638,3642.5464
2012-02-22,3593.3228,3691.77,3593.3228,3642.5464
2012-02-23,3617.9346,3617.9346,3519.4874,3568.711
2012-02-24,3519.4874,3544.0992,3445.652,3494.8756
2012-02-27,3494.8756,3494.8756,3396.4284,3445.652
2012-02-28,3445.652,3519.4874,3421.0402,3494.8756
2012-02-29,3519.4874,3617.9346,3519.4874,3568.711
2012-03-01,3544.0992,3544.0992,3470.2638,3494.8756
2012-03-02,3494.8756,3568.711,3494.8756,3519.4874
2012-03-05,3519.4874,3519.4874,3421.0402,3445.652
2012-03-06,3445.652,3445.652,3347.2048,3396.4284
2012-03-07,3347.2048,3396.4284,3322.593,3371.8166
2012-03-08,3396.4284,3421.0402,3371.8166,3421.0402
2012-03-09,3421.0402,3445.652,3396.4284,3421.0402
2012-03-12,3396.4284,3470.2638,3371.8166,3445.652
2012-03-13,3470.2638,3494.8756,3445.652,3470.2638
2012-03-14,3519.4874,3519.4874,3470.2638,3519.4874
2012-03-15,3519.4874,3544.0992,3396.4284,3445.652
2012-03-16,3421.0402,3445.652,3347.2048,3396.4284
2012-03-19,3371.8166,3371.8166,3248.7576,3297.9812
2012-03-20,3297.9812,3371.8166,3248.7576,3273.3694
2012-03-21,3248.7576,3322.593,3248.7576,3322.593
2012-03-22,3322.593,3322.593,3273.3694,3322.593
2012-03-26,3322.593,3347.2048,3248.7576,3248.7576
2012-03-27,3273.3694,3322.593,3273.3694,3322.593
2012-03-28,3273.3694,3322.593,3273.3694,3297.9812
2012-03-29,3248.7576,3297.9812,3248.7576,3297.9812
2012-03-30,3297.9812,3322.593,3273.3694,3322.593
2012-04-02,3297.9812,3322.593,3297.9812,3322.593
2012-04-03,3322.593,3322.593,3273.3694,3297.9812
2012-04-04,3248.7576,3273.3694,3224.1458,3248.7576
2012-04-05,3199.534,3224.1458,3150.3104,3199.534
2012-04-09,3150.3104,3199.534,3150.3104,3174.9222
2012-04-10,3174.9222,3273.3694,3174.9222,3224.1458
2012-04-11,3199.534,3224.1458,3125.6986,3174.9222
2012-04-12,3150.3104,3174.9222,3076.475,3125.6986
2012-04-13,3174.9222,3174.9222,3101.0868,3125.6986
2012-04-16,3076.475,3125.6986,3076.475,3125.6986
2012-04-17,3125.6986,3125.6986,3051.8632,3076.475
2012-04-18,3101.0868,3125.6986,3076.475,3101.0868
2012-04-19,3101.0868,3199.534,3076.475,3174.9222
2012-04-20,3150.3104,3174.9222,3125.6986,3150.3104
2012-04-23,3125.6986,3125.6986,3051.8632,3076.475
2012-04-24,3076.475,3101.0868,3051.8632,3076.475
2012-04-25,3051.8632,3076.475,3002.6396,3051.8632
2012-04-26,3076.475,3076.475,2978.0278,3002.6396
2012-04-27,3027.2514,3051.8632,3002.6396,3051.8632
2012-04-30,3051.8632,3076.475,3027.2514,3051.8632
2012-05-01,3051.8632,3076.475,3027.2514,3051.8632
2012-05-02,3027.2514,3051.8632,2978.0278,3027.2514
2012-05-03,3027.2514,3027.2514,2978.0278,3002.6396
2012-05-04,3002.6396,3027.2514,2928.8042,2953.416
2012-05-07,2879.5806,2928.8042,2830.357,2879.5806
2012-05-08,2879.5806,2879.5806,2781.1334,2805.7452
2012-05-09,2756.5216,2781.1334,2658.0744,2682.6862
2012-05-10,2682.6862,2781.1334,2658.0744,2756.5216
2012-05-11,2731.9098,2731.9098,2608.8508,2658.0744
2012-05-14,2658.0744,2658.0744,2584.239,2608.8508
2012-05-15,2559.6272,2559.6272,2461.18,2535.0154
2012-05-16,2485.7918,2485.7918,2387.3446,2436.5682
2012-05-21,2387.3446,2387.3446,2313.5092,2338.121
2012-05-22,2362.7328,2510.4036,2362.7328,2485.7918
2012-05-23,2461.18,2461.18,2387.3446,2461.18
2012-05-24,2411.9564,2485.7918,2411.9564,2461.18
2012-05-25,2461.18,2461.18,2387.3446,2436.5682
2012-05-28,2411.9564,2436.5682,2387.3446,2411.9564
2012-05-29,2411.9564,2411.9564,2362.7328,2411.9564
2012-05-30,2411.9564,2411.9564,2313.5092,2338.121
2012-05-31,2313.5092,2510.4036,2215.062,2461.18
2012-06-01,2461.18,2485.7918,2313.5092,2338.121
2012-06-04,2264.2856,2313.5092,2239.6738,2288.8974
2012-06-05,2288.8974,2362.7328,2288.8974,2338.121
2012-06-06,2338.121,2436.5682,2338.121,2411.9564
2012-06-07,2411.9564,2485.7918,2387.3446,2411.9564
2012-06-08,2362.7328,2411.9564,2338.121,2411.9564
2012-06-11,2461.18,2535.0154,2411.9564,2535.0154
2012-06-12,2485.7918,2510.4036,2461.18,2510.4036
2012-06-13,2510.4036,2535.0154,2436.5682,2436.5682
2012-06-14,2436.5682,2436.5682,2338.121,2338.121
2012-06-15,2387.3446,2411.9564,2165.8384,2288.8974
2012-06-18,2362.7328,2362.7328,2239.6738,2313.5092
2012-06-19,2313.5092,2436.5682,2288.8974,2436.5682
2012-06-20,2461.18,2584.239,2461.18,2584.239
2012-06-21,2559.6272,2608.8508,2535.0154,2584.239
2012-06-22,2485.7918,2510.4036,2436.5682,2461.18
2012-06-25,2461.18,2485.7918,2338.121,2387.3446
2012-06-26,2387.3446,2461.18,2362.7328,2436.5682
2012-06-27,2461.18,2510.4036,2436.5682,2461.18
2012-06-28,2510.4036,2510.4036,2436.5682,2461.18
2012-06-29,2461.18,2633.4626,2461.18,2633.4626
2012-07-02,2682.6862,2854.9688,2682.6862,2854.9688
2012-07-03,2830.357,2830.357,2731.9098,2781.1334
2012-07-04,2781.1334,2854.9688,2756.5216,2805.7452
2012-07-05,2830.357,2830.357,2731.9098,2756.5216
2012-07-06,2805.7452,2805.7452,2731.9098,2756.5216
2012-07-09,2707.298,2707.298,2608.8508,2633.4626
2012-07-10,2707.298,2707.298,2608.8508,2658.0744
2012-07-11,2633.4626,2707.298,2608.8508,2707.298
2012-07-12,2658.0744,2707.298,2633.4626,2658.0744
2012-07-13,2658.0744,2707.298,2658.0744,2658.0744
2012-07-16,2658.0744,2682.6862,2633.4626,2658.0744
2012-07-17,2658.0744,2756.5216,2658.0744,2707.298
2012-07-18,2682.6862,2707.298,2633.4626,2658.0744
2012-07-19,2682.6862,2707.298,2608.8508,2633.4626
2012-07-20,2633.4626,2658.0744,2608.8508,2633.4626
2012-07-23,2559.6272,2608.8508,2535.0154,2535.0154
2012-07-24,2559.6272,2584.239,2485.7918,2510.4036
2012-07-25,2461.18,2485.7918,2411.9564,2436.5682
2012-07-26,2436.5682,2485.7918,2362.7328,2387.3446
2012-07-27,2436.5682,2510.4036,2436.5682,2510.4036
2012-07-30,2510.4036,2535.0154,2461.18,2485.7918
2012-07-31,2485.7918,2485.7918,2387.3446,2387.3446
2012-08-01,2411.9564,2436.5682,2387.3446,2387.3446
2012-08-02,2411.9564,2411.9564,2313.5092,2338.121
2012-08-03,2313.5092,2362.7328,2288.8974,2338.121
2012-08-06,2387.3446,2387.3446,2338.121,2387.3446
2012-08-07,2387.3446,2387.3446,2338.121,2387.3446
2012-08-08,2387.3446,2387.3446,2338.121,2362.7328
2012-08-09,2338.121,2387.3446,2338.121,2387.3446
2012-08-10,2338.121,2362.7328,2313.5092,2338.121
2012-08-13,2362.7328,2362.7328,2239.6738,2264.2856
2012-08-14,2239.6738,2264.2856,2215.062,2239.6738
2012-08-15,2239.6738,2264.2856,2215.062,2215.062
2012-08-16,2239.6738,2264.2856,2215.062,2264.2856
2012-08-23,2264.2856,2387.3446,2239.6738,2387.3446
2012-08-24,2362.7328,2362.7328,2288.8974,2362.7328
2012-08-28,2338.121,2387.3446,2288.8974,2362.7328
2012-08-29,2362.7328,2362.7328,2288.8974,2313.5092
2012-08-30,2313.5092,2313.5092,2239.6738,2264.2856
2012-08-31,2239.6738,2313.5092,2215.062,2264.2856
2012-09-03,2215.062,2288.8974,2215.062,2288.8974
2012-09-04,2288.8974,2313.5092,2239.6738,2239.6738
2012-09-05,2239.6738,2239.6738,2215.062,2215.062
2012-09-06,2239.6738,2288.8974,2215.062,2264.2856
2012-09-07,2288.8974,2288.8974,2239.6738,2239.6738
2012-09-10,2264.2856,2362.7328,2239.6738,2338.121
2012-09-11,2338.121,2338.121,2288.8974,2338.121
2012-09-12,2362.7328,2584.239,2338.121,2535.0154
2012-09-13,2559.6272,2707.298,2436.5682,2461.18
2012-09-14,2559.6272,2682.6862,2559.6272,2633.4626
2012-09-17,2658.0744,2756.5216,2608.8508,2707.298
2012-09-18,2707.298,2756.5216,2658.0744,2707.298
2012-09-19,2707.298,2953.416,2682.6862,2953.416
2012-09-20,2953.416,3051.8632,2854.9688,2928.8042
2012-09-21,2928.8042,3027.2514,2928.8042,3002.6396
2012-09-24,2953.416,2953.416,2805.7452,2805.7452
2012-09-25,2781.1334,2904.1924,2731.9098,2904.1924
2012-09-26,2854.9688,2854.9688,2805.7452,2854.9688
2012-09-27,2830.357,2904.1924,2830.357,2904.1924
2012-09-28,2904.1924,2928.8042,2805.7452,2904.1924
2012-10-01,2879.5806,2879.5806,2805.7452,2830.357
2012-10-02,2854.9688,2904.1924,2830.357,2854.9688
2012-10-03,2854.9688,2854.9688,2756.5216,2805.7452
2012-10-04,2805.7452,2805.7452,2682.6862,2731.9098
2012-10-05,2731.9098,2830.357,2731.9098,2805.7452
2012-10-08,2805.7452,2805.7452,2682.6862,2707.298
2012-10-09,2682.6862,2707.298,2608.8508,2658.0744
2012-10-10,2608.8508,2633.4626,2535.0154,2608.8508
2012-10-11,2584.239,2584.239,2510.4036,2535.0154
2012-10-12,2510.4036,2559.6272,2510.4036,2535.0154
2012-10-15,2510.4036,2633.4626,2485.7918,2633.4626
2012-10-16,2658.0744,2658.0744,2584.239,2608.8508
2012-10-17,2633.4626,2658.0744,2584.239,2608.8508
2012-10-18,2608.8508,2633.4626,2584.239,2633.4626
2012-10-19,2608.8508,2633.4626,2608.8508,2633.4626
2012-10-22,2584.239,2608.8508,2510.4036,2559.6272
2012-10-23,2535.0154,2535.0154,2461.18,2510.4036
2012-10-24,2461.18,2510.4036,2461.18,2510.4036
2012-10-25,2510.4036,2510.4036,2461.18,2510.4036
2012-10-29,2485.7918,2510.4036,2461.18,2461.18
2012-10-30,2485.7918,2584.239,2485.7918,2584.239
2012-10-31,2584.239,2707.298,2510.4036,2658.0744
2012-11-01,2658.0744,2658.0744,2584.239,2658.0744
2012-11-02,2707.298,2707.298,2633.4626,2682.6862
2012-11-05,2608.8508,2633.4626,2559.6272,2608.8508
2012-11-06,2584.239,2584.239,2535.0154,2584.239
2012-11-07,2559.6272,2658.0744,2559.6272,2608.8508
2012-11-08,2559.6272,2559.6272,2510.4036,2559.6272
2012-11-09,2510.4036,2559.6272,2510.4036,2535.0154
2012-11-12,2559.6272,2559.6272,2535.0154,2535.0154
2012-11-13,2559.6272,2559.6272,2510.4036,2559.6272
2012-11-14,2535.0154,2559.6272,2411.9564,2461.18
2012-11-19,2411.9564,2436.5682,2313.5092,2338.121
2012-11-20,2362.7328,2411.9564,2362.7328,2362.7328
2012-11-21,2362.7328,2387.3446,2239.6738,2264.2856
2012-11-22,2239.6738,2313.5092,2215.062,2313.5092
2012-11-23,2288.8974,2313.5092,2264.2856,2313.5092
2012-11-26,2313.5092,2313.5092,2239.6738,2264.2856
2012-11-27,2239.6738,2264.2856,2165.8384,2165.8384
2012-11-28,2190.4502,2190.4502,2042.7794,2042.7794
2012-11-29,2067.3912,2165.8384,2067.3912,2141.2266
2012-11-30,2141.2266,2165.8384,1993.5558,2042.7794
2012-12-03,2092.003,2190.4502,2092.003,2141.2266
2012-12-04,2141.2266,2215.062,2067.3912,2190.4502
2012-12-05,2165.8384,2239.6738,2165.8384,2239.6738
2012-12-06,2215.062,2239.6738,2165.8384,2190.4502
2012-12-07,2165.8384,2215.062,2165.8384,2190.4502
2012-12-10,2190.4502,2264.2856,2190.4502,2239.6738
2012-12-11,2264.2856,2313.5092,2239.6738,2313.5092
2012-12-12,2338.121,2436.5682,2313.5092,2411.9564
2012-12-13,2411.9564,2436.5682,2313.5092,2338.121
2012-12-14,2313.5092,2362.7328,2288.8974,2313.5092
2012-12-17,2338.121,2362.7328,2288.8974,2288.8974
2012-12-18,2288.8974,2313.5092,2264.2856,2288.8974
2012-12-19,2288.8974,2313.5092,2288.8974,2288.8974
2012-12-20,2288.8974,2362.7328,2264.2856,2288.8974
2012-12-21,2264.2856,2288.8974,2239.6738,2288.8974
2012-12-26,2264.2856,2338.121,2264.2856,2288.8974
2012-12-27,2264.2856,2338.121,2264.2856,2288.8974
2012-12-28,2313.5092,2338.121,2288.8974,2313.5092
2013-01-02,2338.121,2485.7918,2313.5092,2485.7918
2013-01-03,2510.4036,2608.8508,2485.7918,2584.239
2013-01-04,2584.239,2608.8508,2485.7918,2584.239
2013-01-07,2559.6272,2584.239,2485.7918,2510.4036
2013-01-08,2485.7918,2633.4626,2485.7918,2608.8508
2013-01-09,2584.239,2608.8508,2535.0154,2559.6272
2013-01-10,2584.239,2707.298,2559.6272,2584.239
2013-01-11,2584.239,2707.298,2559.6272,2658.0744
2013-01-14,2633.4626,2854.9688,2633.4626,2805.7452
2013-01-15,2805.7452,2830.357,2731.9098,2805.7452
2013-01-16,2805.7452,2830.357,2682.6862,2731.9098
2013-01-17,2731.9098,2731.9098,2608.8508,2658.0744
2013-01-18,2658.0744,2707.298,2658.0744,2682.6862
2013-01-21,2707.298,2731.9098,2633.4626,2682.6862
2013-01-22,2682.6862,2682.6862,2559.6272,2559.6272
2013-01-23,2584.239,2608.8508,2535.0154,2559.6272
2013-01-25,2559.6272,2658.0744,2535.0154,2608.8508
2013-01-28,2608.8508,2633.4626,2584.239,2608.8508
2013-01-29,2633.4626,2731.9098,2608.8508,2731.9098
